Abstract,Topic,DOI,GPT_response,GPT_class,Input_tokens,Output_tokens,reason_stop,system_fingerprint
"Data sharing in the European Union (EU) has gained new momentum, among others for machine learning (ML) and artificial intelligence (AI) training purposes. By enabling models' training whilst preserving the privacy of data, Privacy Enhancing Technologies (PETs) have therefore gained popularity, especially among policymakers. So far, computer science research has focused on advancing state-of-the-art privacy engineering and exploring trade-offs between privacy and accuracy. Meanwhile, legal scholarship began investigating the challenges arising therefrom. Yet, few works have delved into the fairness implications of PETs. Further research is essential to both prevent the propagation of bias and discrimination and to limit the accumulation of market power within very few economic entities suitable to undermine fair competition and consumer rights. In our work, we will address this knowledge gap by adopting a legal and computer science point of view. After scoping our understanding of possible unfair sides of PETs based on technical and socio-legal understandings of fairness (Section 2), we provide an overview of PETs mostly relevant for ML and AI training (Section 3). We then discuss fairness-related challenges arising from their use (Section 4) and we suggest possible technical and regulatory (e.g., impact assessment, new rights) solutions to address the shortcomings identified (Section 5). We finally provide conclusions and ideas for future research (Section 6).  © 2024 Owner/Author.",16,10.1145/3630106.3659024,This paper explores the fairness implications of Privacy Enhancing Technologies (PETs) in the context of data sharing for machine learning and AI in the EU. It addresses the challenges of bias and discrimination while discussing potential technical and regulatory solutions. The focus on fairness and its implications within an economic context aligns it with Class A. Class: A,A,1632,66,stop,fp_0ba0d124f1
"With the rise of artificial intelligence (AI), concerns about AI applications causing unforeseen harms to safety, privacy, security, and fairness are intensifying. While attempts to create regulations are underway, with initiatives such as the EU AI Act and the 2023 White House executive order, skepticism abounds as to the efficacy of such regulations. This paper explores an interdisciplinary approach to designing policy for the explainability of AI applications, as the widely discussed ""right to explanation""associated with the EU General Data Protection Regulation is ambiguous. To develop practical guidance for explainability, we conducted an experimental study that involved continuous collaboration among a team of researchers with AI and policy backgrounds over the course of ten weeks. The objective was to determine whether, through interdisciplinary effort, we can reach consensus on a policy for explainability in AI-one that is clearer, and more actionable and enforceable than current guidelines. We share nine observations, derived from an iterative policy design process, which included drafting the policy, attempting to comply with it (or circumvent it), and collectively evaluating its effectiveness on a weekly basis. Key observations include: iterative and continuous feedback was useful to improve policy drafts over time, discussing evidence of compliance was necessary during policy design, and human-subject studies were found to be an important form of evidence. We conclude with a note of optimism, arguing that meaningful policies can be achieved within a moderate time frame and with limited experience in policy design, as demonstrated by our student researchers on the team. This holds promising implications for policymakers, signaling that practical and effective regulation for AI applications is attainable.  © 2024 Owner/Author.",16,10.1145/3630106.3659028,"This paper addresses the challenges of regulating AI applications, particularly focusing on the need for clear policies regarding AI explainability. It employs an interdisciplinary approach, involving collaboration among researchers to develop actionable guidelines. The study emphasizes the iterative process of policy design and evaluation, aiming to create effective regulations for AI. Since the paper discusses the implications of AI regulation and its impact on fairness and ethical outcomes, it aligns with Class A. Class: A",A,1673,85,stop,fp_0ba0d124f1
"Biases in artificial intelligence (AI), a pressing issue in human-AI interaction, can be exacerbated by AI systems’ opaqueness. This paper reports on our development of a user-centered explainable-AI approach to reducing such opaqueness, guided by the theoretical framework of anthropomorphism and the results of two 3 × 3 between-subjects experiments (n = 207 and n = 223). Specifically, those experiments investigated how, in a gender-biased hiring situation, three levels of AI human-likeness (low, medium, high) and three levels of richness of AI explanation (none, lean, rich) influenced users’ 1) perceptions of AI bias and 2) adoption of AI's recommendations, as well as how such perceptions and adoption varied across participant characteristics such as gender and pre-existing trust in AI. We found that comprehensive explanations helped users to recognize AI bias and mitigate its influence, and that this effect was particularly pronounced among females in a scenario where females were being discriminated against. Follow-up interviews corroborated our quantitative findings. These results can usefully inform explainable AI interface design. © 2024 Elsevier Ltd",16,10.1016/j.ijinfomgt.2024.102775,"This paper focuses on reducing biases in AI through a user-centered explainable AI approach, examining how different levels of AI human-likeness and explanation richness affect user perceptions of bias and adoption of AI recommendations. The methodology includes two experiments assessing the impact of these factors in a gender-biased hiring context. Since it analyzes the implications of AI on fairness and decision-making outcomes, it aligns with Class A. Class: A",A,1588,83,stop,fp_0ba0d124f1
"The fairness of vocational contest scoring is key to generating reliable competency assessments. This study examined the performance impact of the motivation of English-as-a-foreign-language learners in contests with vocabulary knowledge antecedents in the contexts of artificial intelligence (AI) and blockchain (BC). The sample comprised 185 participants of an oral English contest at higher vocational institution in China. AI-powered scoring of learners’ contest performance and a survey were used to collect data. The findings revealed that learners’ intrinsic drive was the main positive factor, outweighing their extrinsic motivation, and that AI and BC increased the trustworthiness and integrity of contest records, thus providing new opportunities to build learner trust and form psychological incentives. This study enriches foreign language motivation theory in the context of contest research and highlights the importance of using AI and BC to enhance the scoring accuracy and credibility of contests as authoritative evaluation instruments in vocational education. © 2024 IGI Global. All rights reserved.",16,10.4018/JOEUC.336277,"This study focuses on the impact of motivation on the performance of English learners in AI-powered scoring contests. It examines how AI and blockchain enhance the trustworthiness and integrity of scoring, thereby influencing learner motivation and trust. While it discusses the role of AI in improving scoring accuracy, the primary focus is on educational outcomes rather than the ethical implications of AI in an economic context. Thus, it should be classified as Class B. Class: B",B,1539,86,stop,fp_0ba0d124f1
"Recent research shows that automated decision-making systems based on Artificial Intelligence (AI) may lead to perceived unfairness and bias, especially in some sensitive areas. There is no universal debiasing solution for AI applications and systems. This paper proposes a bias-reducing framework based on contextual knowledge graphs for decision-making systems to help analyse and detect potential bias factors during system operation in near-real time. In particular, the contextual knowledge graph is designed to learn the relations between current tasks and corresponding features and explore the correlation among data, context and tasks. Three bias assessment metrics (i.e., label bias, sampling bias and timeliness bias) are proposed to measure, quantify and qualitatively define the bias level for the pre- and post-modelling. The trained model using debiased datasets combines contextual knowledge to support fairer decision-making. Experimental results show that the proposed method is more effective in supporting fairer decision- making than the existing methods. © 2024 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",16,10.1080/12460125.2024.2349436,"This paper addresses the issue of bias in AI-driven decision-making systems by proposing a framework that utilizes contextual knowledge graphs to analyze and detect bias in near-real time. It introduces metrics for assessing various types of bias and demonstrates that the proposed method enhances fairness in decision-making compared to existing approaches. Since the focus is on developing a method to mitigate bias rather than analyzing its impacts, it should be classified as Class B. Class: B",B,1561,85,stop,fp_0ba0d124f1
"This study examines the accuracy and ethical implications of using convolutional neural networks (CNN) for automated crime detection. A CNN model was trained on a dataset of criminal mugshots to identify potential criminal behaviour based on facial features. This study analyzed the performance of the model and achieved a high accuracy rate in identifying criminals. However, the ethical implications of automated criminal detection are also explored, including bias, privacy and human rights violations. The findings of this study highlight the need for caution and ethical considerations when implementing automated crime detection technologies. It is important to ensure that such technologies are not used to violate the rights of individuals or perpetuate societal biases. © 2023 IEEE.",16,10.1109/RMKMATE59243.2023.10369356,"This study focuses on the use of convolutional neural networks (CNN) for automated crime detection, analyzing both the accuracy of the model and its ethical implications, such as bias and privacy concerns. The paper emphasizes the need for ethical considerations in the implementation of such technologies to prevent violations of rights and societal biases. Since it critically examines the ethical outcomes of AI in an economic context (automated crime detection), it aligns with Class A. Class: A",A,1484,89,stop,fp_0ba0d124f1
"Decision-making is crucial to the performance and well-being of any organization. While artificial intelligence algorithms are increasingly used in the industry for decision-making purposes, the adoption of decision-making techniques to develop new artificial intelligence models does not follow the same trend. Complex artificial intelligence algorithm structures such as gradient boosting, ensembles, and neural networks offer higher accuracy at the expense of transparency. In organizations, however, managers and other stakeholders need to understand how an algorithm came to a given decision to properly criticize, learn from, audit, and improve said algorithms. Among the most recent techniques to address this, explainable artificial intelligence (XAI) algorithms offer a previously unforeseen level of interpretability, explainability, and informativeness to different human roles in the industry. XAI algorithms seek to balance the trade-off between interpretability and accuracy by introducing techniques that, for instance, explain the feature relevance in complex algorithms, generate counterfactual examples in “what-if?” analyses, and train surrogate models that are intrinsically explainable. However, while the trade-off between these two objectives is commonly referred to in the literature, only some proposals use multi-objective optimization in XAI applications. Therefore, this document proposes a new multi-objective optimization application to help decision-makers (for instance, data scientists) to generate new surrogate machine learning models based on black-box models. These surrogates are generated by a multi-objective problem that maximizes, at the same time, interpretability and accuracy. The proposed application also has a multi-criteria decision-making step to rank the best surrogates considering these two objectives. Results from five classification and regression datasets tested on four black-box models show that the proposed method can create simple surrogates maintaining high levels of accuracy. © 2023",16,10.1016/j.ejdp.2023.100040,"This paper focuses on the need for explainable artificial intelligence (XAI) in decision-making processes within organizations. It proposes a multi-objective optimization approach to balance interpretability and accuracy in AI models, allowing decision-makers to generate surrogate models that are both understandable and effective. The emphasis on how AI impacts decision-making and the need for transparency aligns it with economic outcomes. Class: A",A,1702,76,stop,fp_0ba0d124f1
"Fairness is a crucial concept in the context of artificial intelligence ethics and policy. It is an incremental component in existing ethical principle frameworks, especially for algorithm-enabled decision systems. Yet, translating fairness principles into context specific practices can be undermined by multiple unintended organisational risks. This paper argues that there is a gap between the potential and actual realized value of AI. Therefore, this research attempts to answer how organisations can mitigate AI risks that relate to unfair decision outcomes. We take a holistic view by analyzing the challenges throughout a typical AI product life cycle while focusing on the critical question of how rather broadly defined fairness principles may be translated into day-to-day practical solutions at the organizational level. We report on an exploratory case study of a social impact microfinance organization that is using AI-enabled credit scoring to support the screening process to particularly financially marginalized entrepreneurs. This paper highlights the importance of considering the strategic role of the organisation when developing and evaluating fair algorithm- enabled decision systems. The proposed framework and results of this study can be used to inspire the right questions that suit the context an organisation is situated in when implementing fair AI. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",16,10.1007/978-3-031-31671-5_4,"This paper addresses the challenges of implementing fairness principles in AI decision-making within organizations, particularly in the context of a microfinance organization using AI for credit scoring. It explores how organizations can mitigate risks associated with unfair outcomes and translates fairness principles into practical solutions. The focus on mitigating risks rather than analyzing the impacts of AI on fairness suggests it aligns with Class B. Class: B",B,1589,74,stop,fp_0ba0d124f1
"AI is believed to be the most disruptive force in technology in the coming decade. The best intentions, however, can yield negative consequences, that is, the serious problems of introducing AI, especially algorithmic decision-making and its overtrust, into business and society-the resulting discriminatory and biased decisions. Quite a few studies on algorithmic decision-making have made strong claims about the causality between algorithms and biased decisions. Multiple protective measures, including the Explainable Artificial Intelligence, have also been enacted against the discriminatory and biased algorithmic decision-making practices. Nevertheless, they are persistent because of algorithmic obscurity, biased training data, the false belief that algorithms are neutral, and the public's perception that explainable and data-driven decisions are often not objective. This paper proposes a black-box approach to auditing algorithms. The approach draws on the counterfactual theories of causation. It aims at identifying obvious and obscure decision factors engendering decisions from multiple counterfactuals for a given factual. © Issues in Information Systems.",16,10.48009/2_iis_2022_107,"This paper discusses the negative consequences of algorithmic decision-making, particularly focusing on discrimination and bias. It critiques existing protective measures and proposes a black-box auditing approach based on counterfactual theories to identify decision factors contributing to biased outcomes. The emphasis on understanding and analyzing the impacts of AI on fairness and ethical outcomes aligns it with Class A. Class: A",A,1553,70,stop,fp_0ba0d124f1
"Artificial intelligence (AI) is permeating one human endeavor after another. However, there is increasing concern regarding the use of AI: potential biases it contains, as well as mis-judged AI use. This study continues the recent investigations into the biases and issues that are potentially introduced into human decision-making with AI. We experimentally set-up a decision-making classification task and observe human classifiers when they are guided in their decision-making either by AI or other humans. We find that over-reliance or authoritative stigmatization is present when AI is concerned and that with human guidance discursive explanatory decision-making is present. We conclude that while AI is seen as authoritative even in a low stake decision-making setting, it does not suppress choice, but combined with a lack of transparency, AI suppresses visibility into rationality creation by the decision maker. Based on the emergent explorative relationships between types of rationality, AI transparency and authoritativeness, we provide future research avenues based on our findings.  © 2022 IEEE.",16,10.1109/IEEM55944.2022.9989994,This paper examines the biases and issues introduced into human decision-making when using AI compared to human guidance. It employs an experimental setup to analyze the effects of AI's perceived authority and transparency on decision-making processes. The focus on how AI influences decision-making and rationality aligns it with economic implications. Class: A,A,1556,61,stop,fp_0ba0d124f1
"Over the last few years, companies’ investment in new AI systems has seen a strong and constant progression. However, except for the Big Tech, the use of AI is still marginal at this stage, and seems to spark cautiousness and apprehension. A potential reason for this hesitation may be linked to a lack of trust related in particular to the so-called black box AI technologies such as deep learning. This is why our research objective is to explore the effects of explainability on trust in these new AI-based digital systems with which the users can either interact or directly accept its results in case of fully autonomous system. More precisely, in the perspective of an industrialized use of AI, we would like to study the role of explainability for stakeholders in the decision-making process as well as in value creation. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",16,10.1007/978-3-031-05760-1_57,"This paper explores the relationship between explainability in AI systems and trust among users, particularly in the context of industrial applications. It aims to understand how explainability influences decision-making and value creation for stakeholders. Since it focuses on the impact of AI on trust and decision-making within an economic context, it aligns with Class A. Class: A",A,1529,67,stop,fp_0ba0d124f1
"Enterprises may often deal with situations in which they cannot use a part of their data for machine learning: (1) Privacy laws grant users to determine that their data should not be used any longer by the data holder (i.e., a data record must be removed). (2) Privacy laws may require anonymization, which leads to the removal and masking of specific attributes from a dataset. (3) To avoid ethical issues, it may be necessary to prevent machine learning algorithms from using attributes in their decision-making that may be viewed as discriminatory (i.e., a feature may not be used because it is unethical). Given these challenges, we analyze how removing data from an information system in the cases mentioned above affects its predictive performance and the fairness of its decisions. © 2021, Springer Nature Switzerland AG.",16,10.1007/978-3-030-87205-2_14,"This paper analyzes the impact of data removal on predictive performance and fairness in machine learning, focusing on scenarios involving privacy laws and ethical considerations. It examines how the absence of certain data attributes affects algorithmic outcomes. Since the paper investigates the implications of data handling on fairness and decision-making within an economic context, it aligns with Class A. Class: A",A,1513,69,stop,fp_0ba0d124f1
"With the increasing use of artificial intelligence (AI) applications in decision making, there are heightened concerns about the fairness of such decisions. Initiatives like Responsible AI, Fair ML, Ethics in AI have provided guidelines for developing AI as an attempt to address these challenges. These approaches have been criticized for taking a top down approach by applying abstract principles to practice without taking into account the context and particularities of the algorithm development. Using the sociotechnical lens, we propose a framework for developing Fair algorithm. We apply this framework to mitigate unfairness in three distinct datasets: COMPAS (Correctional Offender Management Profiling for Alternative Sanctions), Crimes and Community, and a synthetic dataset. Our methodology involves nonconvex optimization for regression with fairness constraints. The experimentation examines the correlation coefficient, Area Under the Curve (AUC), and Root Mean Square Error (RMSE) in relation to a fairness parameter, epsilon. Our findings suggest three objectively testable propositions namely, 1) Fairness Constraint and Predictive power, 2) Fairness Constraints and Discriminatory Ability, 3) Fairness Constraints and Prediction Accuracy. © 2024",16,10.1016/j.jjimei.2024.100259,This paper addresses concerns about fairness in AI decision-making by proposing a sociotechnical framework for developing fair algorithms. It applies this framework to various datasets and employs nonconvex optimization to analyze the relationship between fairness constraints and predictive performance. The focus on fairness in AI decision-making within an economic context aligns it with Class A. Class: A,A,1580,67,stop,fp_0ba0d124f1
"This study proposes a real-time Decision Support System (DSS) using machine learning to enhance proactive management of Human–Machine Interaction (HMI) in safety–critical digital control rooms. The DSS provides explainable predictions and recommendations regarding near-future automation usage, customized for the railway control room management, who supervise the operations of traffic controllers (TCs). In this setting, TCs decide on the spot whether to manually or automatically open signals to regulate railway traffic, a critical aspect of ensuring punctuality and safety. This time-setting specific HMI differs across TCs and is not yet supported by a data-driven tool. The proposed DSS includes agreement levels for predictions among different modeling paradigms: linear models, tree-based models, and deep neural networks. SHAP (SHapley Additive exPlanations) values are deployed to assess the agreement level in explainability between these different modeling paradigms. The prescriptions are based on the HMI of well-performing peers. We implement the DSS as proof of concept at the Belgian railway infrastructure company and report end-user feedback on the perception, the operational impact, and the inclusion of agreement levels. © 2024 Elsevier B.V.",16,10.1016/j.dss.2024.114216,"This study develops a real-time Decision Support System (DSS) using machine learning to improve Human-Machine Interaction (HMI) in railway control rooms. It focuses on providing explainable predictions and recommendations for traffic controllers to enhance safety and punctuality. The methodology includes various modeling paradigms and SHAP values for explainability assessment. Since the paper emphasizes the development of a tool for decision support rather than analyzing the impacts of AI on fairness or ethical outcomes, it should be classified as Class B. Class: B",B,1587,102,stop,fp_0ba0d124f1
"Artificial intelligence (AI) is a major contributor in industry 4.0 and there exists a strong push for AI adoption across fields for both research and practice. However, AI has quite well elaborated risks for both business and general society. Hence, paying attention to avoiding hurried adoption of counter-productive practices is important. For both managerial and general social issues, the same solution is sometimes proposed: human-in-the-loop (HITL). However, HITL literature is contradictory: HITL is proposed to promote fairness, accountability, and transparency of AI, which are sometimes assumed to come at the cost of AI accuracy. Yet, HITL is also considered a way to improve accuracy. To make sense of the convoluted literature, we begin to explore qualitatively how explainability is constructed in a HITL process, and how method accuracy is affected as its function. To do this, we study qualitatively and quantitatively a multi-class classification task with multiple machine learning algorithms. We find that HITL can increase both accuracy and explainability, but not without deliberate effort to do so. The effort required to achieve both increased accuracy and explainability, requires an iterative HITL in which accuracy improvements are not continuous, but disrupted by unique and varying human biases shedding additional perspectives on the task at hand. © 2022 IEEE.",16,10.1109/ICE/ITMC-IAMOT55089.2022.10033225,"This paper explores the role of human-in-the-loop (HITL) processes in artificial intelligence, focusing on how they can enhance both explainability and accuracy in machine learning tasks. It examines the contradictory literature surrounding HITL and its implications for fairness, accountability, and transparency. The study employs qualitative and quantitative methods to analyze the effects of HITL on algorithm performance. Since it investigates the impacts of AI on fairness and decision-making within an economic context, it aligns with Class A. Class: A",A,1616,99,stop,fp_0ba0d124f1
"In July 2023, New York City (NYC) implemented the first attempt to create an algorithm auditing regime for commercial machine-learning systems. Local Law 144 (LL 144), requires NYC-based employers using automated employment decision-making tools (AEDTs) in hiring to be subject to annual bias audits by an independent auditor. In this paper, we analyse what lessons can be learned from LL 144 for other national attempts to create algorithm auditing regimes. Using qualitative interviews with 17 experts and practitioners working within the regime, we find LL 144 has failed to create an effective auditing regime: the law fails to clearly define key aspects like AEDTs and what constitutes an independent auditor, leaving auditors, vendors who create AEDTs, and companies using AEDTs to define the law's practical implementation in ways that failed to protect job applicants. Several factors contribute to this: first, the law was premised on a faulty transparency-driven theory of change that fails to stop biased AEDTs from being used by employers. Second, industry lobbying led to the definition of what constitutes an AEDT being narrowed to the point where most companies considered their tools exempt. Third, we find auditors face enormous practical and cultural challenges gaining access to data from employers and vendors building these tools. Fourth, we find wide disagreement over what constitutes a legitimate auditor and identify four different kinds of 'auditor roles' that serve different functions and offer different kinds of services. We conclude with four recommendations for policymakers seeking to create similar bias auditing regimes that use clearer definitions and metrics and more accountability. By exploring LL 144 through the lens of auditors, our paper advances the evidence base around audit as an accountability mechanism, and can provide guidance for policymakers seeking to create similar regimes.  © 2024 Owner/Author.",16,10.1145/3630106.3658959,"This paper analyzes New York City's Local Law 144, which mandates annual bias audits for automated employment decision-making tools. Through qualitative interviews with experts, it identifies shortcomings in the law's implementation, such as vague definitions and industry lobbying that undermine its effectiveness. The focus on auditing as an accountability mechanism in the context of algorithmic bias aligns with ethical outcomes in an economic context. Class: A",A,1705,77,stop,fp_0ba0d124f1
"Despite the advancement of algorithm-based AI transforming business and society, there is growing evidence of service failures caused by algorithmic mistakes. Due to the “black box” nature of algorithmic decisions, consumers are frustrated not only by the mistakes themselves but also by the lack of interpretability of algorithmic decisions. Thus, the current research focuses on the impact of enhanced algorithmic interpretability through Explainable Artificial Intelligence (XAI) approaches (e.g., post-hoc explanations) on consumer reactions to service failures resulting from algorithmic mistakes. Across four experimental studies, the authors demonstrate that consumers react less negatively to service failures caused by algorithmic (rather than human) mistakes when algorithmic interpretability is enhanced. This effect is primarily due to reduced blame assigned to algorithms. Furthermore, they show that the beneficial effect disappears when algorithms are employed for an objective (vs. a subjective) task and when algorithms are at a weak (vs. strong) intelligence stage. © 2024 Elsevier Inc.",16,10.1016/j.jbusres.2024.114610,This paper examines how enhanced interpretability of algorithmic decisions through Explainable Artificial Intelligence (XAI) affects consumer reactions to service failures caused by algorithms. It utilizes experimental studies to demonstrate that improved interpretability can mitigate negative consumer responses by reducing blame assigned to algorithms. The focus on consumer reactions and the implications of AI decisions within an economic context aligns it with Class A. Class: A,A,1549,76,stop,fp_0ba0d124f1
"Rapid developments in artificial intelligence (AI) technologies have brought intelligent decision-making applications into various fields, significantly facilitating our societal and economic lives. However, with the deeper integration of AI-enabled system decision making in related industries, accidents also happen frequently. It has been found that AI-enabled systems, while superhuman in certain abilities, are subject to endogenous risks such as black box, bias, security, and unaccountability; people also have trust concerns when interacting with AI-enabled systems. These together lead to a crisis of trust in AI-enabled system decision-making. Especially in high-risk scenarios, wrong predictions and bad decisions of AI-enabled systems will lead to unbearable consequences for people. In order to cope with the abovementioned risks and uncertainties, trustworthy decision making for AI-enabled systems is widely discussed in academia and has become a hot research topic of great interest. This paper systematically reviews the research progress and challenges of trustworthy decision making for AI-enabled systems, including its risk sources, method application research and its limitations, and proposes a collaborative human-machine trustworthy framework throughout the AI development lifecycle, and provides an outlook of future research. This paper first analyzes the risk sources affecting the trustworthy decision making of AI-enabled systems and finds that the risks mainly originate from two aspects, namely, the endogenous risk of itself and the trust problem in human-computer interaction, by summarizing the existing research on the application of AI-enabled systems. The former is mainly the model perspective and data-driven endogenous risk, including the unexplainable risk and unaccountable risk caused by the black-box characteristics of AI models, as well as the unfair risk caused by data bias and unreliability risk caused by data security, etc. The latter is the trust risk arising from the need to entrust AI to make decisions unilaterally or adopt human-machine collaborative decision making, and these above-mentioned risks seriously affect users' trust in AI system adoption and decision making. Next, this paper focuses on the research progress related to trustworthy decision making of AI-enabled systems from the perspective of risk sources of AI-enabled systems, including models, data, and trust. Specifically, we analyze the research progress from the trend of literature on trusted AI research to the interpretability and accountability of AI models, from fairness of big data decision making to data security and summarize the research progress from the perspective of risk sources, ethical guidelines, and industry applications to make a preliminary analysis of industry heterogeneity and common patterns of trusted AI. Through the analysis of related literature in this paper, it is clear that the research on the academic issues of trustworthy decision making for AI-enabled systems is still in its infancy: the priority relationships and internal boundaries between various ethical principles are not clearly delineated and defined, and the attention to the heterogeneity and common laws of AI decision making in different risk levels and application industries is insufficient, and there are many issues worth exploring. Then, this paper analyzes the challenges of credible decision making in multiple uncertainty contexts under a management perspective, including continuous trust, multiple uncertainties, and the construction of human-machine teams, and then proposes a guiding human-machine collaborative credible framework. From the management perspective, the trustworthy decision making of AIenabled systems is a continuous organic holistic system covering the whole lifecycle of AI-enabled systems, which needs to simultaneously satisfy interpretability, fairness, security privacy, and accountability, also to gain trust in human-machine interaction in order to effectively enhance the trustworthiness of AI-enabled system applications and decisions. Finally, this paper provides an outlook on trustworthy decision-making for AI-enabled systems, including trustworthy humancomputer collaboration team formation, cross-organizational trusted decision-making problems, trusted AI regulatory challenges, and metrics and standards for AI trusted decision-making. In the future, the research on trustworthy decision making of of AI-enabled systems will be more in-depth, thus providing more theoretical and practical values for the development of human society. © 2022, Journal of Industrial Engineering and Engineering Management",16,10.13587/j.cnki.jieem.2022.06.001,"This paper reviews the challenges and progress in achieving trustworthy decision-making for AI-enabled systems, focusing on risks such as bias, unaccountability, and trust issues in human-computer interactions. It analyzes literature on ethical guidelines, model interpretability, and fairness, proposing a collaborative framework for trustworthy AI throughout its lifecycle. The emphasis on the implications of AI for trust and ethical outcomes within an economic context aligns it with Class A. Class: A",A,2134,87,stop,fp_0ba0d124f1
"The Evidence-Based Policy Movement (EBPM) advocates the intensive use of research and data to improve public policies and regulations. The last two decades saw the steady rise of the Big Data Era - a data-driven culture and mass production of information that could be an asset to the EBPM. However, the best models are complex black boxes and lack interpretability. Explainable Artificial Intelligence (XAI) is a booming field that brings explainability to those complex models and could fulfill Evidence-Based Policy needs. Shapley Additive Explanation (SHAP) proposes a unified framework of six previous XAI models and promises to bridge the gap between accuracy and interpretability. The Brazilian Electricity Regulatory Agency (ANEEL) aims at better policymaking by using consumer satisfaction as a regulatory tool. ANEEL uses IASC, a consumer satisfaction index, as a quality indicator that impacts companies' price cap and profit margins. IASC intends to emulate competition in a monopolist market and ensure the consumer is a significant part of companies' strategic objectives. To maximize the index's potential and engage economic actors in the pursuit of consumer satisfaction drivers, ANEEL must increase the model's predictive power and identify the most relevant features that will help achieve better results and cost-benefit. We propose a new model using Recurrent Neural Network and SHAP to accomplish this goal and keep transparency while reaching higher accuracy, producing actionable insights. We then compared this new model with the current model that uses structural equation modeling, analyzed caveats in employing SHAP, and assessed its benefits and advantages.  © 2021 IEEE.",16,10.1109/CBI52690.2021.10055,"This paper discusses the integration of Explainable Artificial Intelligence (XAI) into the Evidence-Based Policy Movement (EBPM) to enhance public policymaking, specifically in the context of the Brazilian Electricity Regulatory Agency. It proposes a new model using Recurrent Neural Networks and SHAP to improve predictive power and transparency in consumer satisfaction metrics. The focus on how XAI can improve decision-making and policy outcomes aligns it with economic implications. Class: A",A,1668,87,stop,fp_0ba0d124f1
"Manual verification has become very challenging based on the increasing volume of information shared online and the role of generative Artificial Intelligence (AI). Thus, AI systems are used to identify disinformation and deep fakes online. Previous research has shown that superior performance can be observed when combining AI and human expertise. Moreover, according to the EU AI Act, human oversight is inevitable when using AI systems in a domain where fundamental human rights, such as the right to free expression, might be affected. Thus, AI systems need to be transparent and offer sufficient explanations to be comprehensible. Much research has been done on integrating eXplainability (XAI) features to increase the transparency of AI systems; however, they lack human-centered evaluation. Additionally, the meaningfulness of explanations varies depending on users' background knowledge and individual factors. Thus, this research implements a human-centered evaluation schema to evaluate different XAI features for the collaborative human-AI disinformation detection task. Hereby, objective and subjective evaluation dimensions, such as performance, perceived usefulness, understandability, and trust in the AI system, are used to evaluate different XAI features. A user study was conducted with an overall total of 433 participants, whereas 406 crowdworkers and 27 journalists participated as experts in detecting disinformation. The results show that free-text explanations contribute to improving non-expert performance but do not influence the performance of experts. The XAI features increase the perceived usefulness, understandability, and trust in the AI system, but they can also lead crowdworkers to blindly trust the AI system when its predictions are wrong.  © 2024 Owner/Author.",16,10.1145/3630106.3659031,"This paper focuses on the evaluation of explainable AI (XAI) features in the context of disinformation detection, emphasizing the importance of human-centered evaluation. It assesses how different XAI features impact performance, perceived usefulness, understandability, and trust among users with varying expertise. The study highlights the implications of AI transparency and human oversight, particularly regarding fundamental human rights. Since it analyzes the impacts of AI on decision-making and ethical outcomes, it aligns with Class A. Class: A",A,1677,96,stop,fp_0ba0d124f1
"High uncertainty tasks such as making a medical diagnosis, judging a criminal justice case and driving in a big city have a very low margin for error because of the potentially devastating consequences for human lives. In this paper, we focus on how humans learn from uncertainty while performing a high uncertainty task with AI systems. We analyze Tesla's autonomous driving systems (ADS), a type of AI system, drawing on crash investigation reports, published reports on formal simulation tests and YouTube recordings of informal simulation tests by amateur drivers. Our empirical analysis provides insights into how varied levels of uncertainty tolerance have implications for how humans learn from uncertainty in real-time and over time to jointly perform the driving task with Tesla's ADS. Our core contribution is a theoretical model that explains human-AI joint task performance. Specifically, we show that, the interdependencies between different modes of AI use including uncontrolled automation, limited automation, expanded automation, and controlled automation are dynamically shaped through humans' learning from uncertainty. We discuss how humans move between these modes of AI use by increasing, reducing, or reinforcing their uncertainty tolerance. We conclude by discussing implications for the design of AI systems, policy into delegation in joint task performance, as well as the use of data to improve learning from uncertainty. © 2024 The Authors",16,10.1016/j.infoandorg.2024.100502,"This paper analyzes human learning from uncertainty in high-stakes tasks while interacting with AI systems, specifically focusing on Tesla's autonomous driving technology. It develops a theoretical model to explain the dynamics of human-AI joint task performance and discusses implications for AI system design and policy. The focus on how AI impacts decision-making and human behavior in critical contexts aligns it with economic outcomes. Class: A",A,1603,76,stop,fp_0ba0d124f1
