"type","abstract","AB","title","author","doi","journal","link","M1","M2","tow","note","year","url","vol","access","endref","cond","nber_is_published","nber_in_ssrn"
"JOUR","Financial crises cause economic, social and political havoc. Macroprudential policies are gaining traction but are still severely under-researched compared to monetary and fiscal policy. We use the general framework of sequential predictions, also called online machine learning, to forecast crises out-of-sample. Our methodology is based on model aggregation and is “meta-statistical”, since we can incorporate any predictive model of crises in our analysis and test its ability to add information, without making any assumption on the data generating process. We predict systemic financial crises twelve quarters ahead out-of-sample with high signal-to-noise ratio. Our approach guarantees that picking certain time dependent sets of weights will be asymptotically similar for out-of-sample forecasts to the best ex post combination of models; it also guarantees that we outperform any individual forecasting model asymptotically. We analyse which models provide the most information for our predictions at each point in time and for each country, allowing us to gain some insights into economic mechanisms underlying the building of risk in economies.","B","answering the queen: machine learning and financial crises","stavrakeva, vania","10.3386/w28302","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w28302.pdf",NA,NA,"presented at ""International Finance and Macroeconomics Program Meeting"", October 25, 2019","Author contact info: Jeremy Fouliard Paris School of Economics PARIS France E-Mail: jfouliard@london.edu  Michael Howell Audley House  CrossBorder Capital  SW1E SHX, London  United Kingdom E-Mail: mjh@liquidity.com  Hélène Rey London Business School Regents Park London NW1 4SA United Kingdom Tel: 44 2070008412 E-Mail: hrey@london.edu  Vania Stavrakeva London Business School Regent's Park London NW1 4SA United Kingdom E-Mail: vania.stavrakeva@gmail.com",2020,"http://www.nber.org/papers/w28302","No. 28302","Dec-20",NA,TRUE,FALSE,FALSE
"JOUR","We compare predictions from a conventional protocol-based approach to risk assessment with those based on a machine-learning approach. We first show that the conventional predictions are less accurate than, and have similar rates of negative prediction error as, a simple Bayes classifier that makes use only of the base failure rate. Machine learning algorithms based on the underlying risk assessment questionnaire do better under the assumption that negative prediction errors are more costly than positive prediction errors. Machine learning models based on two-year criminal histories do even better. Indeed, adding the protocol-based features to the criminal histories adds little to the predictive adequacy of the model. We suggest using the predictions based on criminal histories to prioritize incoming calls for service, and devising a more sensitive instrument to distinguish true from false positives that result from this initial screening.","B","comparing conventional and machine-learning approaches to risk assessment in domestic abuse cases","kirchmaier, tom","10.3386/w28293","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w28293.pdf",NA,NA,NA,"Author contact info: Jeffrey Grogger University of Chicago Harris School of Public Policy 1307 E. 60th Street Chicago, IL. 60637 Tel: 773/542-3533 Fax: 773/702-0926 E-Mail: jgrogger@uchicago.edu  Sean Gupta Center for Economic Performance London School of Economics and Political Science Houghton Street London WC2A 2AE UK E-Mail: arijitsean.gupta1@googlemail.com  Ria Ivandic Houghton Street London WC2A 2AE United Kingdom E-Mail: r.ivandic@lse.ac.uk  Tom Kirchmaier Houghton Street London WC2A 2AE United Kingdom E-Mail: t.kirchmaier@lse.ac.uk",2020,"http://www.nber.org/papers/w28293","No. 28293","Dec-20",NA,TRUE,FALSE,FALSE
"JOUR","We introduce a new survey module intended to complement and expand research on the causes and consequences of advanced technology adoption. The 2018 Annual Business Survey (ABS), conducted by the Census Bureau in partnership with the National Center for Science and Engineering Statistics (NCSES), provides comprehensive and timely information on the diffusion among U.S. firms of advanced technologies including artificial intelligence (AI), cloud computing, robotics, and the digitization of business information. The 2018 ABS is a large, nationally representative sample of over 850,000 firms covering all private, nonfarm sectors of the economy. We describe the motivation for and development of the technology module in the ABS, as well as provide a first look at technology adoption and use patterns across firms and sectors. We find that digitization is quite widespread, as is some use of cloud computing. In contrast, advanced technology adoption is rare and generally skewed towards larger and older firms. Adoption patterns are consistent with a hierarchy of increasing technological sophistication, in which most firms that adopt AI or other advanced business technologies also use the other, more widely diffused technologies. Finally, while few firms are at the technology frontier, they tend to be large so technology exposure of the average worker is significantly higher. This new data will be available to qualified researchers on approved projects in the Federal Statistical Research Data Center network.","A","advanced technologies adoption and use by u.s. firms: evidence from the annual business survey","dinlersoz, emin","10.3386/w28290","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w28290.pdf",NA,NA,"presented at ""SI 2020 IT and Digitization "", July 16-17, 2020","Author contact info: Nikolas Zolas Center for Economic Studies U.S. Census Bureau 4600 Silver Hill Road Washington, DC 20233 E-Mail: nick.zolas@gmail.com  Zachary Kroff Center for Economic Studies U.S. Census Bureau 4600 Silver Hill Road  Washington, DC 20233 United States Tel: 301-763-2199 E-Mail: zachary.kroff@census.gov  Erik Brynjolfsson Stanford Digital Economy Laboratory 353 Jane Stanford Way, Office 136 Stanford, CA 94305 E-Mail: erik.brynjolfsson@gmail.com  Kristina McElheran University of Toronto Scarborough 105 St. George Street Toronto, ON M5S 3E6 E-Mail: k.mcelheran@utoronto.ca  David N. Beede Center for Enterprise Dissemination U.S. Census Bureau E-Mail: david.n.beede@census.gov  Cathy Buffington E-Mail: Catherine.D.Buffington@census.gov  Nathan Goldschlag Center for Economic Studies US Census Bureau 4600 Silver Hill Road Washington, DC 20233 E-Mail: Nathan.Goldschlag@census.gov  Lucia S. Foster US Bureau of the Census Washington, DC 20233 E-Mail: lucia.s.foster@census.gov  Emin Dinlersoz E-Mail: emin.m.dinlersoz@census.gov",2020,"http://www.nber.org/papers/w28290","No. 28290","Dec-20",NA,TRUE,FALSE,FALSE
"JOUR","This paper estimates the impact of external demand shocks on real income. Our empirical strategy is based on a first order approximation to a wide class of small open economy models that feature sector-level gravity in trade flows. The framework allows us to measure foreign shocks and characterize their impact on income in terms of reduced-form elasticities. We use machine learning techniques to group 4-digit manufacturing sectors into a smaller number of clusters, and show that the cluster-level elasticities of income with respect to foreign shocks can be estimated using high-dimensional statistical techniques. We find clear evidence of heterogeneity in the income responses to different foreign shocks. Foreign demand shocks in complex intermediate and capital goods have large positive impacts on real income, whereas impacts in other sectors are negligible. The estimates imply that the pattern of sectoral specialization plays a quantitatively large role in how foreign shocks affect real income, while geographic position plays a smaller role. Finally, a calibrated multi-sector production and trade model can rationalize both the average and the heterogeneity in real income elasticities to foreign shocks under reasonable values of structural parameters.","B","specialization, market access and real income","levchenko, andrei a","10.3386/w28274","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w28274.pdf",NA,NA,NA,"Author contact info: Dominick G. Bartelme 1606 Hillridge Blvd Ann Arbor, Mich 48103 United States Tel: 7347171753 E-Mail: dbartelm@umich.edu  Ting Lan 700 19th St NW Washington, DC 20431 E-Mail: tlan@imf.org  Andrei A. Levchenko Department of Economics University of Michigan 611 Tappan Street Ann Arbor, MI 48109 Tel: 734/764-3296 E-Mail: alev@umich.edu",2020,"http://www.nber.org/papers/w28274","No. 28274","Dec-20",NA,TRUE,FALSE,FALSE
"JOUR","We study the impact of AI on labor markets using establishment-level data on vacancies with detailed occupation and skill information comprising the near-universe of online vacancies in the US from 2010 onwards. There is rapid growth in AI related vacancies over 2010-2018 that is greater in AI-exposed establishments. AI-exposed establishments are reducing hiring in non-AI positions. We find no discernible relationship between AI exposure and employment or wage growth at the occupation or industry level, however, implying that AI is currently substituting for humans in a subset of tasks but it is not yet having detectable aggregate labor market consequences.","A","ai and jobs: evidence from online vacancies","restrepo, pascual","10.3386/w28257","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w28257.pdf",NA,NA,NA,"Author contact info: Daron Acemoglu Department of Economics, E52-446 Massachusetts Institute of Technology 77 Massachusetts Avenue Cambridge, MA 02139 Tel: 617/253-1927 Fax: 617/253-1330 E-Mail: daron@mit.edu  David Autor Department of Economics, E52-438 Massachusetts Institute of Technology 77 Massachusetts Avenue Cambridge, MA 02139 Tel: 617/258-7698 Fax: 617/253-1330 E-Mail: dautor@mit.edu  Jonathon Hazell Department of Economics London School of Economics 32 Lincoln's Inn Fields United Kingdom E-Mail: jadhazell@gmail.com  Pascual Restrepo Department of Economics Yale University 28 Hillhouse Avenue New Haven, CT 06511 E-Mail: pascual.restrepo@yale.edu",2020,"http://www.nber.org/papers/w28257","No. 28257","Dec-20",NA,TRUE,FALSE,FALSE
"JOUR","There is growing concern that the rise of algorithmic decision-making can lead to discrimination against legally protected groups, but measuring such algorithmic discrimination is often hampered by a fundamental selection challenge. We develop new quasi-experimental tools to overcome this challenge and measure algorithmic discrimination in the setting of pretrial bail decisions. We first show that the selection challenge reduces to the challenge of measuring four moments: the mean latent qualification of white and Black individuals and the race-specific covariance between qualification and the algorithm’s treatment recommendation. We then show how these four moments can be estimated by extrapolating quasi-experimental variation across as-good-as-randomly assigned decision-makers. Estimates from New York City show that a sophisticated machine learning algorithm discriminates against Black defendants, even though defendant race and ethnicity are not included in the training data. The algorithm recommends releasing white defendants before trial at an 8 percentage point (11 percent) higher rate than Black defendants with identical potential for pretrial misconduct, with this unwarranted disparity explaining 77 percent of the observed racial disparity in algorithmic recommendations. We find a similar level of algorithmic discrimination with regression-based recommendations, using a model inspired by a widely used pretrial risk assessment tool.","B","measuring racial discrimination in algorithms","hull, peter","10.3386/w28222","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w28222.pdf",NA,NA,NA,"Author contact info: David Arnold Department of Economics University of California, San Diego 9500 Gilman Drive San Diego, CA 92093 E-Mail: daarnold@ucsd.edu  Will S. Dobbie Harvard Kennedy School 79 John F. Kennedy St. Cambridge, MA 02138 E-Mail: willdobbie@gmail.com  Peter Hull Department of Economics Box B, Brown University Providence RI 02912 E-Mail: peter_hull@brown.edu",2020,"http://www.nber.org/papers/w28222","No. 28222","Dec-20",NA,TRUE,FALSE,FALSE
"JOUR","Combining satellite imagery with machine learning (SIML) has the potential to address global challenges by remotely estimating socioeconomic and environmental conditions in data-poor regions, yet the resource requirements of SIML limit its accessibility and use. We show that a single encoding of satellite imagery can generalize across diverse prediction tasks (e.g. forest cover, house price, road length). Our method achieves accuracy competitive with deep neural networks at orders of magnitude lower computational cost, scales globally, delivers label super-resolution predictions, and facilitates characterizations of uncertainty. Since image encodings are shared across tasks, they can be centrally computed and distributed to unlimited researchers, who need only fit a linear regression to their own ground truth data in order to achieve state-of-the-art SIML performance.","B","a generalizable and accessible approach to machine learning with global satellite imagery","hsiang, solomon","10.3386/w28045","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w28045.pdf",NA,NA,NA,"Author contact info: Esther Rolf University of California, Berkeley  Electrical Engineering and Computer Science Department  253 Cory Hall Berkeley, CA 94720 E-Mail: esther_rolf@berkeley.edu  Jonathan Proctor Harvard Center for the Environment 26 Oxford Street, 4th floor Cambridge, MA 02138 E-Mail: jproctor1@fas.harvard.edu  Tamma Carleton Bren School of Environmental Science & Management University of California, Santa Barbara Santa Barbara, CA 93106 Tel: 415/816-7870 E-Mail: tcarleton@ucsb.edu  Ian W. Bolliger Rhodium Group 647 4th Street Oakland, CA 94607 E-Mail: ibolliger@rhg.com  Vaishaal Shankar University of California, Berkeley Electrical Engineering and  Computer Science Department 253 Cory Hall Berkeley, CA 94720 E-Mail: vaishaal@berkeley.edu  Miyabi Ishihara University of California, Berkeley Statistics Department 367 Evans Hall Berkeley, CA 94720 E-Mail: miyabi_ishihara@berkeley.edu  Benjamin Recht University of California, Berkeley  Electrical Engineering and Computer Science Department 253 Cory Hall Berkeley, CA 94720 E-Mail: brecht@berkeley.edu  Solomon M. Hsiang Goldman School of Public Policy University of California, Berkeley 2607 Hearst Avenue Berkeley, CA 94720-7320 Tel: 510-643-5751 E-Mail: shsiang@berkeley.edu",2020,"http://www.nber.org/papers/w28045","No. 28045","Nov-20",NA,TRUE,FALSE,FALSE
"JOUR","We curate and characterize a complete set of citations from patents to scientific articles, including nearly 16 million from the full text of USPTO and EPO patents. Combining heuristics and machine learning, we achieve 25% higher performance than machine learning alone. At 99.4% accuracy, coverage of 87.6% is achieved, and coverage above 90% with accuracy above 93%. Performance is evaluated with a set of 5,939 randomly-sampled, cross-verified “known good” citations, which the authors have never seen. We compare these “in-text” citations with the “official” citations on the front page of patents. In-text citations are more diverse temporally, geographically, and topically. They are less self-referential and less likely to be recycled from one patent to the next. That said, in-text citations have been overshadowed by front-page in the past few decades, dropping from 80% of all paper-to-patent citations to less than 40%. In replicating two published articles that use only citations on the front page of patents, we show that failing to capture those in the body text leads to understating the relationship between academic science and commercial invention. All patent-to-article citations, as well as the known-good test set, are available at http://relianceonscience.org.","B","reliance on science by inventors: hybrid extraction of in-text patent-to-article citations","fuegi, aaron","10.3386/w27987","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w27987.pdf",NA,NA,NA,"Author contact info: Matt Marx Cornell University 137 Reservoir Avenue Ithaca, NY 14853 Tel: 607/255-6598 E-Mail: mmarx@cornell.edu  Aaron Fuegi Boston University E-Mail: aarondf@bu.edu",2020,"http://www.nber.org/papers/w27987","No. 27987","Oct-20",NA,TRUE,FALSE,FALSE
"JOUR","Growing AI readership, proxied by expected machine downloads, motivates firms to prepare filings that are friendlier to machine parsing and processing. Firms avoid words that are perceived as negative by computational algorithms, as compared to those deemed negative only by dictionaries meant for human readers. The publication of Loughran and McDonald (2011) serves as an instrumental event attributing the difference-in-differences in the measured sentiment to machine readership. High machine-readership firms also exhibit speech emotion assessed as embodying more positivity and excitement by audio processors. This is the first study exploring the feedback effect on corporate disclosure in response to technology.","A","how to talk when a machine is listening?: corporate disclosure in the age of ai","zhang, alan l","10.3386/w27950","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w27950.pdf",NA,NA,"presented at ""Economics of Artificial Intelligence"", September 24-25, 2020","Author contact info: Sean Cao E-Mail: uiuc.sean@gmail.com  Wei Jiang Emory University Goizueta Business School 1300 Clifton Rd, Office 537 Atlanta, GA 30322 E-Mail: wei.jiang@emory.edu  Baozhong Yang J. Mack Robinson College of Business 35 Broad Street, Suite 1243 Atlanta, GA 30303 Tel: 4044137350 E-Mail: bzyang@gsu.edu  Alan L. Zhang 11200 S.W. 8th Street RB223B Miami, FL 33199 E-Mail: alan.zhang@fiu.edu",2020,"http://www.nber.org/papers/w27950","No. 27950","Oct-20",NA,TRUE,FALSE,FALSE
"JOUR","Accurate and comprehensive measurements of a range of sustainable development outcomes are fundamental inputs into both research and policy. We synthesize the growing literature that uses satellite imagery to understand these outcomes, with a focus on approaches that combine imagery with machine learning. We quantify the paucity of ground data on key human-related outcomes and the growing abundance and resolution (spatial, temporal, and spectral) of satellite imagery. We then review recent machine learning approaches to model-building in the context of scarce and noisy training data, highlighting how this noise often leads to incorrect assessment of models’ predictive performance. We quantify recent model performance across multiple sustainable development domains, discuss research and policy applications, explore constraints to future progress, and highlight key research directions for the field.","B","using satellite imagery to understand and promote sustainable development","ermon, stefano","10.3386/w27879","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w27879.pdf",NA,NA,NA,"Author contact info: Marshall Burke Doerr School of Sustainability Stanford University Stanford, CA 94305 E-Mail: mburke@stanford.edu  Anne Driscoll Stanford University 616 Serra St Stanford, CA 94305 E-Mail: annedriscoll@cmu.edu  David Lobell Stanford University Department of Environmental Earth System Science Y2E2 Bldg - MC4205, 473 Via Ortega, room 367 Stanford, CA 94305 E-Mail: dlobell@stanford.edu  Stefano Ermon 353 Serra Mall Stanford, CA 94305 E-Mail: ermon@cs.stanford.edu",2020,"http://www.nber.org/papers/w27879","No. 27879","Oct-20",NA,TRUE,FALSE,FALSE
"JOUR","Firm-level stock returns differ enormously in reaction to COVID-19 news. We characterize these reactions using the Risk Factors discussions in pre-pandemic 10-K filings and two text-analytic approaches: expert-curated dictionaries and supervised machine learning (ML). Bad COVID-19 news lowers returns for firms with high exposures to travel, traditional retail, aircraft production and energy supply—directly and via downstream demand linkages—and raises them for firms with high exposures to healthcare policy, e-commerce, web services, drug trials and materials that feed into supply chains for semiconductors, cloud computing and telecommunications. Monetary and fiscal policy responses to the pandemic strongly impact firm-level returns as well, but differently than pandemic news. Despite methodological differences, dictionary and ML approaches yield remarkably congruent return predictions. Importantly though, ML operates on a vastly larger feature space, yielding richer characterizations of risk exposures and outperforming the dictionary approach in goodness-of-fit. By integrating elements of both approaches, we uncover new risk factors and sharpen our explanations for firm-level returns. To illustrate the broader utility of our methods, we also apply them to explain firm-level returns in reaction to the March 2020 Super Tuesday election results.","B","firm-level risk exposures and stock returns in the wake of covid-19","seminario-amez, cristhian","10.3386/w27867","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w27867.pdf",NA,NA,NA,"Author contact info: Steven J. Davis Hoover Institution Stanford University 434 Galvez Mall Stanford, CA 94305 Tel: 773/251-1795 Fax: 773/834-0733 E-Mail: stevend5@stanford.edu  Stephen Hansen University College London   Department of Economics Drayton House London WC1H 0AX United Kingdom E-Mail: stephen.hansen@ucl.ac.uk  Cristhian Seminario-Amez Department of Economics University of Chicago 1126 E. 59th Street Chicago, IL USA E-Mail: seminarioamez@uchicago.edu",2020,"http://www.nber.org/papers/w27867","No. 27867","Sep-20",NA,TRUE,FALSE,FALSE
"JOUR","We discuss and review literature on the macroeconomic effects of epidemics and pandemics since the late 20th century. First, we cover the role of health in driving economic growth and well-being and discuss standard frameworks for assessing the economic burden of infectious diseases. Second, we sketch a general theoretical framework to evaluate the tradeoffs policymakers must consider when addressing infectious diseases and their macroeconomic repercussions. In so doing, we emphasize the dependence of economic consequences on (i) disease characteristics; (ii) inequalities among individuals in terms of susceptibility, preferences, and income; and (iii) cross-country heterogeneities in terms of their institutional and macroeconomic environments. Third, we study pharmaceutical and nonpharmaceutical policies aimed at mitigating and preventing infectious diseases and their macroeconomic repercussions. Fourth, we discuss the health toll and economic impacts of five infectious diseases: HIV/AIDS, malaria, tuberculosis, influenza, and COVID-19. Although major epidemics and pandemics can take an enormous human toll and impose a staggering economic burden, early and targeted health and economic policy interventions can often mitigate both to a substantial degree.","B","modern infectious diseases: macroeconomic impacts and policy responses","prettner, klaus","10.3386/w27757","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w27757.pdf",NA,NA,NA,"Author contact info: David E. Bloom Harvard T.H. Chan School of Public Health Department of Global Health and Population 665 Huntington Ave. Building 1, Suite 1202 Boston, MA 02115 Tel: 617/432-0866 Fax: 617/432-6733 E-Mail: dbloom@hsph.harvard.edu  Michael Kuhn Wittgenstein Centre (IIASA, OeaW, University of Vienna) Vienna Institute of Demography Vordere Zollamtsstraße 3 1030 Vienna  Austria E-Mail: Michael.Kuhn@oeaw.ac.at  Klaus Prettner Vienna University of Economics  and Business (WU)   Department of Economics   Welthandelsplatz 1    1020 Vienna Austria E-Mail: klaus.prettner@wu.ac.at",2020,"http://www.nber.org/papers/w27757","No. 27757","Aug-20",NA,TRUE,FALSE,FALSE
"JOUR","Developing AI technology requires data. In many domains, government data far exceeds in magnitude and scope data collected by the private sector, and AI firms often gain access to such data when providing services to the state. We argue that such access can stimulate commercial AI innovation in part because data and trained algorithms are shareable across government and commercial uses. We gather comprehensive information on firms and public security procurement contracts in China’s facial recognition AI industry. We quantify the data accessible through contracts by measuring public security agencies’ capacity to collect surveillance video. Using a triple-differences strategy, we find that data-rich contracts, compared to data-scarce ones, lead recipient firms to develop significantly and substantially more commercial AI software. Our analysis indicates a contribution of government data to the rise of China’s facial recognition AI firms, and suggests that states’ data collection and provision policies could shape AI innovation.","A","data-intensive innovation and the state: evidence from ai firms in china","yuchtman, noam","10.3386/w27723","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w27723.pdf",NA,NA,"presented at ""SI 2020 Income Distribution and Macroeconomics "", July 15-16, 2020","Author contact info: Martin Beraja Department of Economics, E52-504 MIT 77 Massachusetts Avenue Cambridge, MA 02139 Tel: 617/258-6022 E-Mail: martinberaja@gmail.com  David Y. Yang Department of Economics Harvard University Littauer Center M-31 Cambridge, MA 02138 E-Mail: davidyang@fas.harvard.edu  Noam Yuchtman University of Oxford  Department of Economics  Manor Rd Oxford OX1 3UQ  United Kingdom  E-Mail: noam.yuchtman@economics.ox.ac.uk",2020,"http://www.nber.org/papers/w27723","No. 27723","Aug-20",NA,TRUE,FALSE,FALSE
"JOUR","We review the current state of the estimation of DSGE models. After introducing a general framework for dealing with DSGE models, the state-space representation, we discuss how to evaluate moments or the likelihood function implied by such a structure. We discuss, in varying degrees of detail, recent advances in the field, such as the tempered particle filter, approximated Bayesian computation, the Hamiltonian Monte Carlo, variational inference, and machine learning, methods that show much promise, but that have not been fully explored yet by the DSGE community. We conclude by outlining three future challenges for this line of research.","B","estimating dsge models: recent advances and future challenges","guerrón-quintana, pablo a","10.3386/w27715","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w27715.pdf",NA,NA,NA,"Author contact info: Jesús Fernández-Villaverde Department of Economics University of Pennsylvania The Ronald O. Perelman Center  for Political Science and Economics 133 South 36th Street Suite 150 Philadelphia, PA 19104 E-Mail: jesusfv@econ.upenn.edu  Pablo A. Guerrón-Quintana Boston College Department of Economics 140 Commonwealth Avenue Malloney Hall 325 Chestnut Hill, MA 02467 Tel: 617-552-6577 Fax: 617-552-2308 E-Mail: pguerron@gmail.com",2020,"http://www.nber.org/papers/w27715","No. 27715","Aug-20",NA,TRUE,FALSE,FALSE
"JOUR","This is the first study to examine the effect of experiencing a widespread, deadly epidemic on voting behavior. Using data on elections to the U.S House of Representatives and leveraging cross-district variation in HIV/AIDS mortality during the period 1983-1987, we document the effects of the HIV/AIDS epidemic on votes received by Democratic and Republican candidates. Beginning with the 1994 elections, there is a strong, positive association between HIV/AIDS mortality and the vote share received by Democratic candidates. Congressional districts that bore the brunt of the HIV/AIDS epidemic also saw substantial increases in Democratic voter turnout and contributions made to Democratic candidates.","B","voting and political participation in the aftermath of the hiv/aids epidemic","reeves, james m","10.3386/w27504","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w27504.pdf",NA,NA,NA,"Author contact info: Hani Mansour CB 181, P.O.Box 173364 University of Colorado Denver Campus Box 181, P.O. Box 173364 Denver, CO 80217 United States Tel: 3033152031 E-Mail: hani.mansour@ucdenver.edu  Daniel I. Rees Department of Economics Universidad Carlos III de Madrid Calle Madrid 126  28903 Getafe  Spain E-Mail: Daniel.Rees@uc3m.es  James M. Reeves Department of Economics University of Michigan 238 Lorch Hall Ann Arbor, MI 48109 E-Mail: jmreeves@umich.edu",2020,"http://www.nber.org/papers/w27504","No. 27504","Jul-20",NA,TRUE,FALSE,FALSE
"JOUR","Expert decisions often deviate from evidence-based guidelines. If experts are unaware of guidelines, dissemination may improve outcomes. If experts are aware of guidelines but continue to deviate, promoting stricter adherence has ambiguous effects on outcomes depending on whether experts have information not in guidelines. We study guidelines for anticoagulant use to prevent strokes among atrial fibrillation patients. By text-mining physician notes, we identify when physicians start using guidelines. After mentioning guidelines, physicians become more guideline-concordant, but adherence remains far from perfect. To evaluate whether nonadherence reflects physicians’ superior information, we combine observational data on treatment choices with machine learning estimates of heterogeneous treatment effects from eight randomized trials. Most departures from guidelines are not justified by measurable treatment effect heterogeneity. Promoting stricter adherence to guidelines could prevent 24% more strokes, producing much larger gains than broader guideline awareness.","B","fixing misallocation with guidelines: awareness vs. adherence","zhu, diana","10.3386/w27467","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w27467.pdf",NA,NA,NA,"Author contact info: Jason Abaluck Yale School of Management Box 208200 New Haven, CT 06520-8200 E-Mail: jason.abaluck@yale.edu  Leila Agha Department of Health Care Policy Harvard Medical School 180 Longwood Ave.  Boston, MA 02215 E-Mail: agha@hcp.med.harvard.edu  David C. Chan Jr Department of Health Policy 117 Encina Commons Stanford, CA 94305 Tel: 650/725-9582 E-Mail: david.c.chan@stanford.edu  Daniel Singer 55 Fruit St # 148 Boston, MA 02114 USA E-Mail: DESINGER@mgh.harvard.edu  Diana Zhu Yale University E-Mail: dianayilunzhu@gmail.com",2020,"http://www.nber.org/papers/w27467","No. 27467","Jul-20",NA,TRUE,FALSE,FALSE
"JOUR","Group testing increases efficiency by pooling patient specimens and clearing the entire group with one negative test. Optimal grouping strategy is well studied in one-off testing scenarios with reasonably well-known prevalence rates and no correlations in risk. We discuss how the strategy changes in a pandemic environment with repeated testing, rapid local infection spread, and highly uncertain risk. First, repeated testing mechanically lowers prevalence at the time of the next test. This increases testing efficiency, such that increasing frequency by x times only increases expected tests by around √x rather than x. However, this calculation omits a further benefit of frequent testing: infected people are quickly removed from the population, which lowers prevalence and generates further eﬃciency. Accounting for this decline in intra-group spread, we show that increasing frequency can paradoxically reduce the total testing cost. Second, we show that group size and eﬃciency increases with intra-group risk correlation, which is expected in natural test groupings based on proximity. Third, because optimal groupings depend on uncertain risk and correlation, we show how better estimates from machine learning can drive large efficiency gains. We conclude that frequent group testing, aided by machine learning, is a promising and inexpensive surveillance strategy.","B","group testing in a pandemic: the role of frequent testing, correlated risk, and machine learning","wang, ao","10.3386/w27457","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w27457.pdf",NA,NA,NA,"Author contact info: Ned Augenblick University of California, Berkeley Haas School of Business EAP Group 545 Student Services Building, 1900 Berkeley, CA 94720-1900 Tel: 650-804-5281 E-Mail: ned@haas.berkeley.edu  Jonathan T. Kolstad Haas School of Business University of California, Berkeley Berkeley, CA 94720 E-Mail: jkolstad@berkeley.edu  Ziad Obermeyer School of Public Health University of California, Berkeley 2121 Berkeley Way Berkeley, CA 94704 E-Mail: zobermeyer@berkeley.edu  Ao Wang Department of Economics Faculty of Arts and Social Sciences National University of Singapore AS2 #06-02, 1 Arts Link Singapore 117570 Singapore E-Mail: ao.wang@nus.edu.sg",2020,"http://www.nber.org/papers/w27457","No. 27457","Jul-20",NA,TRUE,FALSE,FALSE
"JOUR","This paper combines a data rich environment with a machine learning algorithm to provide new estimates of time-varying systematic expectational errors (""belief distortions"") embedded in survey responses. We find that distortions are large even for professional forecasters, with all respondent-types over-weighting their own beliefs relative to publicly available information. Forecasts of inflation and GDP growth oscillate between optimism and pessimism by large margins, with biases in expectations evolving dynamically in response to cyclical shocks. The results suggest that artificial intelligence algorithms can be productively deployed to correct errors in human judgement and improve predictive accuracy.","B","belief distortions and macroeconomic fluctuations","ma, sai","10.3386/w27406","National Bureau of Economic Research Working Paper Series","http://www.nber.org/papers/w27406.pdf",NA,NA,"presented at ""SI 2020 Behavioral Macro"", July 10, 2020","Author contact info: Francesco Bianchi Johns Hopkins University Department of Economics 3400 N. Charles Street 544E Wyman Bldg. Baltimore, Maryland 21218 E-Mail: francesco.bianchi@jhu.edu  Sydney C. Ludvigson Department of Economics New York University 19 W. 4th Street, 6th Floor New York, NY  10002 Tel: 212/998-8927 Fax: 212/995-4186 E-Mail: sydney.ludvigson@nyu.edu  Sai Ma Federal Reserve Board, C Ave & 20th Street NW Washington, DC 20551 E-Mail: sai.ma@frb.gov",2020,"http://www.nber.org/papers/w27406","No. 27406","Jun-20",NA,TRUE,FALSE,FALSE
